id,cid,usn,ease,ivl,lastIvl,factor,time,type
1737749653383,1724592148204,1172,3,1,-600,1310,1302,0
1737749655288,1724592148201,1172,3,1,-600,1310,1903,0
1737749657412,1724592148207,1172,3,1,-600,1310,2121,0
1737749680037,1724592148210,1172,3,-600,-60,0,15300,0
1737749694996,1724592148213,1172,3,-600,-60,0,14955,0
1737749703016,1724592148216,1172,3,-600,-60,0,7518,0
1737749716735,1724592148219,1172,3,-600,-60,0,13715,0
1737749732255,1724592148222,1172,3,-600,-60,0,15516,0
1737749749134,1724592148225,1172,3,-600,-60,0,16874,0
1737749760744,1724592148228,1172,3,-600,-60,0,11605,0
1737749777863,1724592148231,1172,3,-600,-60,0,17117,0
1737749792955,1724592148234,1172,3,-600,-60,0,15090,0
1737749825668,1724592148237,1172,3,-600,-60,0,32709,0
1737749827585,1724592148210,1172,3,1,-600,1310,1915,0
1737749828930,1724592148219,1172,3,1,-600,1310,1339,0
1737749830334,1724592148222,1172,3,1,-600,1310,1401,0
1737749831598,1724592148213,1172,3,1,-600,1310,1258,0
1737749832735,1724592148216,1172,3,1,-600,1310,1134,0
1737749834139,1724592148234,1172,3,1,-600,1310,1398,0
1737749835799,1724592148225,1172,3,1,-600,1310,1653,0
1737749840077,1724592148237,1172,3,1,-600,1310,4272,0
1737749841360,1724592148231,1172,3,1,-600,1310,1279,0
1737749842566,1724592148228,1172,3,1,-600,1310,1202,0
1737749881047,1724592148240,1172,3,-600,-60,0,11611,0
1737749890233,1724592148243,1172,3,-600,-60,0,9180,0
1737749901428,1724592148246,1172,3,-600,-60,0,11190,0
1737749918962,1724592148249,1172,3,-600,-60,0,17525,0
1737749931451,1724592148252,1172,3,-600,-60,0,12485,0
1737749948796,1724592148255,1172,3,-600,-60,0,17340,0
1737749960618,1724592148258,1172,3,-600,-60,0,11819,0
1737749979259,1724592148261,1172,3,-600,-60,0,18637,0
1737749997621,1724592148264,1172,3,-600,-60,0,18359,0
1737750013279,1724592148267,1172,3,-600,-60,0,15181,0
1737750014916,1724592148240,1172,3,1,-600,1310,1634,0
1737750016259,1724592148243,1172,3,1,-600,1310,1338,0
1737750017831,1724592148255,1172,3,1,-600,1310,1569,0
1737750021426,1724592148249,1172,3,1,-600,1310,3591,0
1737750022826,1724592148246,1172,3,1,-600,1310,1397,0
1737750024045,1724592148258,1172,3,1,-600,1310,1215,0
1737750025242,1724592148252,1172,3,1,-600,1310,1194,0
1737750026965,1724592148267,1172,3,1,-600,1310,1719,0
1737750028775,1724592148261,1172,3,1,-600,1310,1805,0
1737750032961,1724592148264,1172,3,1,-600,1310,4183,0
1737750074289,1724592148270,1172,1,-60,-60,0,34191,0
1737750082257,1724592148273,1172,3,-600,-60,0,7965,0
1737750101894,1724592148276,1172,3,-600,-60,0,19633,0
1737750119822,1724592148279,1172,3,-600,-60,0,17923,0
1737750127587,1724592148282,1172,3,-600,-60,0,7763,0
1737750137269,1724592148285,1172,3,-600,-60,0,9678,0
1737750153931,1724592148288,1172,3,-600,-60,0,16659,0
1737750158143,1724592148270,1172,3,-600,-60,0,4208,0
1737750171970,1724592148291,1172,3,-600,-60,0,13824,0
1737750183222,1724592148294,1172,3,-600,-60,0,11248,0
1737750211465,1724592148297,1172,3,-600,-60,0,28239,0
1737750213845,1724592148279,1172,3,1,-600,1310,2378,0
1737750215232,1724592148273,1172,3,1,-600,1310,1383,0
1737750216811,1724592148276,1172,3,1,-600,1310,1577,0
1737750221447,1724592148288,1172,3,1,-600,1310,4631,0
1737750223270,1724592148285,1172,3,1,-600,1310,1821,0
1737750227875,1724592148270,1172,3,1,-600,1310,4602,0
1737750242920,1724592148297,1172,3,1,-600,1310,15042,0
1737750244241,1724592148294,1172,3,1,-600,1310,1317,0
1737750245381,1724592148282,1172,3,1,-600,1310,1134,0
1737750246596,1724592148291,1172,3,1,-600,1310,1212,0
1737812673231,1724592148300,1174,3,-600,-60,0,60000,0
1737812687687,1724592148303,1174,3,-600,-60,0,12490,0
1737812715728,1724592148306,1174,3,-600,-60,0,28033,0
1737812736013,1724592148309,1174,3,-600,-60,0,20283,0
1737812755877,1724592148312,1174,1,-60,-60,0,19856,0
1737812767332,1724592148315,1174,3,-600,-60,0,11450,0
1737812785658,1724592148318,1174,3,-600,-60,0,18323,0
1737812798664,1724592148321,1174,3,-600,-60,0,13002,0
1737812805849,1724592148324,1174,3,-600,-60,0,7181,0
1737812822736,1724592148327,1174,3,-600,-60,0,16881,0
1737812883348,1724592148312,1174,3,-600,-60,0,4456,0
1737812885865,1724592148267,1174,3,3,1,1310,2510,1
1737812895484,1724592148165,1174,3,3,1,1310,1986,1
1737812902378,1724592148123,1174,3,4,1,1310,1645,1
1737812904215,1724592148177,1174,3,4,1,1310,1832,1
1737812906644,1724592148270,1174,3,4,1,1310,2426,1
1737812910525,1724592148222,1174,3,3,1,1310,3876,1
1737812915928,1724592148264,1174,3,3,1,1310,2507,1
1737812923953,1724592148219,1174,3,4,1,1310,2003,1
1737812925968,1724592148297,1174,3,3,1,1310,2010,1
1737812929074,1724592148237,1174,3,4,1,1310,3102,1
1737812931939,1724592148180,1174,3,3,1,1310,2860,1
1737812941172,1724592148261,1174,3,3,1,1310,2103,1
1737812942708,1724592148246,1174,3,4,1,1310,1533,1
1737812944331,1724592148195,1174,3,4,1,1310,1619,1
1737812946136,1724592148288,1174,3,3,1,1310,1803,1
1737812956521,1724592148279,1174,3,3,1,1310,1816,1
1737812961503,1724592148294,1174,3,4,1,1310,1540,1
1737812963405,1724592148183,1174,3,4,1,1310,1899,1
1737812968237,1724592148291,1174,3,3,1,1310,2179,1
1737812975475,1724592148129,1174,3,4,1,1310,5482,1
1737812984114,1724592148186,1174,3,4,1,1310,1756,1
1737812985453,1724592148258,1174,3,3,1,1310,1336,1
1737812987579,1724592148225,1174,3,4,1,1310,2122,1
1737812989296,1724592148141,1174,3,3,1,1310,1714,1
1737812990894,1724592148249,1174,3,4,1,1310,1593,1
1737812996674,1724592148207,1174,3,3,1,1310,2104,1
1737813002724,1724592148201,1174,3,3,1,1310,3614,1
1737813008576,1724592148306,1174,3,1,-600,1310,5848,0
1737813010521,1724592148300,1174,3,1,-600,1310,1942,0
1737813013263,1724592148309,1174,3,1,-600,1310,2738,0
1737813014341,1724592148324,1174,3,1,-600,1310,1073,0
1737813016008,1724592148303,1174,3,1,-600,1310,1662,0
1737813017201,1724592148315,1174,3,1,-600,1310,1190,0
1737813018361,1724592148321,1174,3,1,-600,1310,1154,0
1737813020553,1724592148318,1174,3,1,-600,1310,2186,0
1737813021828,1724592148327,1174,3,1,-600,1310,1271,0
1737813024653,1724592148312,1174,3,1,-600,1310,2819,0
1737813077302,1724592148330,1174,3,-600,-60,0,28549,0
1737813104087,1724592148333,1174,3,-600,-60,0,26781,0
1737813128299,1724592148336,1174,3,-600,-60,0,11586,0
1737813149768,1724592148339,1174,3,-600,-60,0,21457,0
1737813169927,1724592148342,1174,3,-600,-60,0,20155,0
1737813199238,1724592148345,1174,3,-600,-60,0,29307,0
1737813221252,1724592148348,1174,3,-600,-60,0,22012,0
1737813234142,1724592148351,1174,3,-600,-60,0,12883,0
1737813242535,1724592148354,1174,3,-600,-60,0,8389,0
1737813280737,1724592148357,1174,3,-600,-60,0,38199,0
1737813306034,1724592148360,1174,1,-60,-60,0,25293,0
1737813323415,1724592148363,1174,3,-600,-60,0,16868,0
1737813339300,1724592148366,1174,3,-600,-60,0,15880,0
1737813371568,1724592148369,1174,1,-60,-60,0,32265,0
1737813393196,1724592148372,1174,3,-600,-60,0,21623,0
1737813395882,1724592148360,1174,3,-600,-60,0,2683,0
1737813416706,1724592148375,1174,3,-600,-60,0,20821,0
1737813437528,1724592148378,1174,1,-60,-60,0,20815,0
1737813440691,1724592148369,1174,3,-600,-60,0,3159,0
1737813466432,1724592148381,1174,3,-600,-60,0,25738,0
1737813480470,1724592148384,1174,1,-60,-60,0,14032,0
1737813501800,1724592148387,1174,1,-60,-60,0,21326,0
1737813517951,1724592148390,1174,1,-60,-60,0,16145,0
1737813520824,1724592148378,1174,3,-600,-60,0,2871,0
1737813548743,1724592148393,1174,1,-60,-60,0,27915,0
1737813551252,1724592148384,1174,3,-600,-60,0,2505,0
1737813578705,1724592148396,1174,1,-60,-60,0,27450,0
1737813580454,1724592148387,1174,3,-600,-60,0,1744,0
1737813581837,1724592148390,1174,3,-600,-60,0,1380,0
1737813597155,1724592148399,1174,3,-600,-60,0,15313,0
1737813639956,1724592148402,1174,3,-600,-60,0,42797,0
1737813643258,1724592148393,1174,3,-600,-60,0,2802,0
1737813666140,1724592148405,1174,3,-600,-60,0,22878,0
1737813669459,1724592148396,1174,3,-600,-60,0,3315,0
1737813677557,1724592148408,1174,3,-600,-60,0,8093,0
1737813699973,1724592148411,1174,1,-60,-60,0,22412,0
1737813718023,1724592148414,1174,3,-600,-60,0,18046,0
1737813734860,1724592148417,1174,3,-600,-60,0,16832,0
1737813736789,1724592148333,1174,3,1,-600,1310,1926,0
1737813739330,1724592148411,1174,3,-600,-60,0,2537,0
1737813741359,1724592148336,1174,3,1,-600,1310,2025,0
1737813742919,1724592148330,1174,3,1,-600,1310,1552,0
1737813745157,1724592148345,1174,3,1,-600,1310,2233,0
1737813747527,1724592148342,1174,3,1,-600,1310,2366,0
1737813751008,1724592148339,1174,3,1,-600,1310,3475,0
1737813752612,1724592148348,1174,3,1,-600,1310,1595,0
1737813756423,1724592148351,1174,3,1,-600,1310,3807,0
1737813761217,1724592148354,1174,3,1,-600,1310,4792,0
1737813763580,1724592148372,1174,3,1,-600,1310,2361,0
1737813766191,1724592148360,1174,3,1,-600,1310,2607,0
1737813767518,1724592148363,1174,3,1,-600,1310,1325,0
1737813769860,1724592148357,1174,3,1,-600,1310,2333,0
1737813772769,1724592148375,1174,3,1,-600,1310,2905,0
1737813775922,1724592148366,1174,3,1,-600,1310,3147,0
1737813778401,1724592148369,1174,3,1,-600,1310,2475,0
1737813779800,1724592148381,1174,3,1,-600,1310,1393,0
1737813780999,1724592148384,1174,3,1,-600,1310,1197,0
1737813782464,1724592148387,1174,3,1,-600,1310,1462,0
1737813794657,1724592148378,1174,3,1,-600,1310,12188,0
1737813796242,1724592148390,1174,3,1,-600,1310,1579,0
1737813798063,1724592148405,1174,3,1,-600,1310,1818,0
1737813800548,1724592148402,1174,3,1,-600,1310,2480,0
1737813801632,1724592148408,1174,3,1,-600,1310,1081,0
1737813803214,1724592148393,1174,3,1,-600,1310,1579,0
1737813804486,1724592148417,1174,3,1,-600,1310,1265,0
1737813806178,1724592148399,1174,3,1,-600,1310,1688,0
1737813808873,1724592148396,1174,3,1,-600,1310,2692,0
1737813810395,1724592148414,1174,3,1,-600,1310,1516,0
1737813813660,1724592148411,1174,3,1,-600,1310,3258,0
1737817427309,1724592148420,1175,3,-600,-60,0,18226,0
1737817449787,1724592148423,1175,3,-600,-60,0,19709,0
1737817470395,1724592148426,1175,3,-600,-60,0,20601,0
1737817488893,1724592148429,1175,3,-600,-60,0,18493,0
1737817510235,1724592148432,1175,3,-600,-60,0,21338,0
1737817526766,1724592148435,1175,3,-600,-60,0,16527,0
1737817547792,1724592148438,1175,3,-600,-60,0,21023,0
1737817570769,1724592148441,1175,3,-600,-60,0,22969,0
1737817584690,1724592148444,1175,3,-600,-60,0,13917,0
1737817596653,1724592148447,1175,3,-600,-60,0,11960,0
1737817609709,1724592148450,1175,3,-600,-60,0,13049,0
1737817622285,1724592148453,1175,3,-600,-60,0,12573,0
1737817628802,1724592148456,1175,3,-600,-60,0,6513,0
1737817645443,1724592148459,1175,3,-600,-60,0,16638,0
1737817676502,1724592148462,1175,3,-600,-60,0,31053,0
1737817695254,1724592148465,1175,3,-600,-60,0,18748,0
1737817713408,1724592148468,1175,1,-60,-60,0,18145,0
1737817721924,1724592148471,1175,3,-600,-60,0,8511,0
1737817741596,1724592148474,1175,3,-600,-60,0,19664,0
1737817781600,1724592148477,1175,1,-60,-60,0,1176,0
1737817784032,1724592148468,1175,3,-600,-60,0,2426,0
1737817785846,1724592148477,1175,3,-600,-60,0,1810,0
1737817787227,1724592148420,1175,3,1,-600,1310,1377,0
1737817789888,1724592148423,1175,3,1,-600,1310,2657,0
1737817791675,1724592148426,1175,3,1,-600,1310,1783,0
1737817793457,1724592148432,1175,3,1,-600,1310,1778,0
1737817795737,1724592148429,1175,3,1,-600,1310,2276,0
1737817797369,1724592148438,1175,3,1,-600,1310,1629,0
1737817799346,1724592148441,1175,3,1,-600,1310,1974,0
1737817800943,1724592148453,1175,3,1,-600,1310,1592,0
1737817802383,1724592148435,1175,3,1,-600,1310,1437,0
1737817804088,1724592148444,1175,3,1,-600,1310,1698,0
1737817805509,1724592148456,1175,3,1,-600,1310,1417,0
1737817815279,1724592148450,1175,3,1,-600,1310,9767,0
1737817822230,1724592148447,1175,3,1,-600,1310,6948,0
1737817830147,1724592148462,1175,3,1,-600,1310,7907,0
1737817831516,1724592148459,1175,3,1,-600,1310,1365,0
1737817833295,1724592148471,1175,3,1,-600,1310,1777,0
1737817835160,1724592148477,1175,3,1,-600,1310,1861,0
1737817837565,1724592148465,1175,3,1,-600,1310,2402,0
1737817840534,1724592148468,1175,3,1,-600,1310,2965,0
1737817842369,1724592148474,1175,3,1,-600,1310,1831,0
1737841129393,1724592148258,1177,3,3,1,1310,4139,1
1737841131071,1724592148264,1177,3,3,1,1310,1665,1
1737841132883,1724592148297,1177,3,4,1,1310,1805,1
1737841136127,1724592148261,1177,3,4,1,1310,3238,1
1737841137810,1724592148141,1177,3,4,1,1310,1678,1
1737841139435,1724592148222,1177,3,3,1,1310,1619,1
1737841141376,1724592148165,1177,3,4,1,1310,1938,1
1737841142865,1724592148267,1177,3,4,1,1310,1483,1
1737841145208,1724592148201,1177,3,3,1,1310,2337,1
1737841147104,1724592148279,1177,3,3,1,1310,1892,1
1737841149035,1724592148291,1177,3,3,1,1310,1926,1
1737841151185,1724592148207,1177,3,4,1,1310,2144,1
1737841152434,1724592148288,1177,3,3,1,1310,1241,1
1737841153720,1724592148180,1177,3,4,1,1310,1280,1
1737841211226,1724592150070,1177,3,-600,-60,0,11220,0
1737841226171,1724592148480,1177,3,-600,-60,0,14936,0
1737841246491,1724592148483,1177,3,-600,-60,0,20315,0
1737841319797,1724592148486,1177,3,-600,-60,0,60000,0
1737841335106,1724592148489,1177,3,-600,-60,0,15304,0
1737841369779,1724592148492,1177,3,-600,-60,0,34664,0
1737841403500,1724592148495,1177,3,-600,-60,0,757,0
1737841422962,1724592148498,1177,3,-600,-60,0,19454,0
1737841445480,1724592148501,1177,1,-60,-60,0,22515,0
1737841501046,1724592148504,1177,1,-60,-60,0,53926,0
1737841566275,1724592148507,1177,1,-60,-60,0,60000,0
1737841570843,1724592148501,1177,1,-60,-60,0,1133,0
1737841574268,1724592148504,1177,3,-600,-60,0,3417,0
1737841590677,1724592148510,1177,1,-60,-60,0,16387,0
1737841608902,1724592148513,1177,3,-600,-60,0,18222,0
1737841629191,1724592148516,1177,3,-600,-60,0,20284,0
1737841631853,1724592148507,1177,3,-600,-60,0,2660,0
1737841654205,1724592148519,1177,1,-60,-60,0,22346,0
1737841657099,1724592148501,1177,3,-600,-60,0,2889,0
1737841677210,1724592148522,1177,1,-60,-60,0,20106,0
1737841683493,1724592148510,1177,1,-60,-60,0,6278,0
1737841730416,1724592148525,1177,1,-60,-60,0,46917,0
1737841733461,1724592148519,1177,3,-600,-60,0,3040,0
1737841766477,1724592148528,1177,1,-60,-60,0,33012,0
1737841770342,1724592148522,1177,3,-600,-60,0,3157,0
1737841772892,1724592148510,1177,3,-600,-60,0,2545,0
1737841795458,1724592148531,1177,1,-60,-60,0,22559,0
1737841797970,1724592148525,1177,3,-600,-60,0,2501,0
1737841820621,1724592148534,1177,3,-600,-60,0,22647,0
1737841824565,1724592148528,1177,3,-600,-60,0,3940,0
1737841826843,1724592148480,1177,3,1,-600,1310,2270,0
1737841829704,1724592148531,1177,3,-600,-60,0,2858,0
1737841831271,1724592150070,1177,3,1,-600,1310,1564,0
1737841833480,1724592148483,1177,3,1,-600,1310,2205,0
1737841835193,1724592148489,1177,3,1,-600,1310,1708,0
1737841839250,1724592148486,1177,3,1,-600,1310,4052,0
1737841840581,1724592148498,1177,3,1,-600,1310,1327,0
1737841844733,1724592148492,1177,3,1,-600,1310,4144,0
1737841846852,1724592148495,1177,3,1,-600,1310,2115,0
1737841852030,1724592148504,1177,3,1,-600,1310,5169,0
1737841856370,1724592148501,1177,3,1,-600,1310,4336,0
1737841860366,1724592148513,1177,3,1,-600,1310,3992,0
1737841861850,1724592148516,1177,3,1,-600,1310,1481,0
1737841863625,1724592148519,1177,3,1,-600,1310,1772,0
1737841865543,1724592148507,1177,3,1,-600,1310,1914,0
1737841870653,1724592148510,1177,3,1,-600,1310,5105,0
1737841872957,1724592148534,1177,3,1,-600,1310,2293,0
1737841875677,1724592148525,1177,3,1,-600,1310,2709,0
1737841880643,1724592148531,1177,3,1,-600,1310,4962,0
1737841882484,1724592148522,1177,3,1,-600,1310,1837,0
1737841884353,1724592148528,1177,3,1,-600,1310,1866,0
1737842548873,1724592148537,1178,3,-600,-60,0,21259,0
1737842563540,1724592148540,1178,3,-600,-60,0,14147,0
1737842604533,1724592148543,1178,3,-600,-60,0,40989,0
1737842633962,1724592148546,1178,3,-600,-60,0,29423,0
1737842641924,1724592148549,1178,3,-600,-60,0,7955,0
1737842675812,1724592148552,1178,3,-600,-60,0,2331,0
1737842698411,1724592148555,1178,3,-600,-60,0,22589,0
1737842717506,1724592148558,1178,3,-600,-60,0,19092,0
1737842734657,1724592148561,1178,3,-600,-60,0,17145,0
1737842765626,1724592148564,1178,1,-60,-60,0,30966,0
1737842786049,1724592148567,1178,3,-600,-60,0,20416,0
1737842804544,1724592148570,1178,3,-600,-60,0,18491,0
1737842828975,1724592148573,1178,3,-600,-60,0,24427,0
1737842846724,1724592148576,1178,3,-600,-60,0,17745,0
1737842849892,1724592148564,1178,1,-60,-60,0,3165,0
1737842868330,1724592148579,1178,1,-60,-60,0,17968,0
1737842886960,1724592148582,1178,3,-600,-60,0,18627,0
1737842893409,1724592148585,1178,3,-600,-60,0,6445,0
1737842899804,1724592148588,1178,3,-600,-60,0,6391,0
1737842916037,1724592148591,1178,3,-600,-60,0,16230,0
1737842927000,1724592148594,1178,3,-600,-60,0,10957,0
1737842930250,1724592148564,1178,3,-600,-60,0,3247,0
1737842932488,1724592148579,1178,3,-600,-60,0,2235,0
1737842934010,1724592148537,1178,3,1,-600,1310,1518,0
1737842935797,1724592148543,1178,3,1,-600,1310,1785,0
1737842938287,1724592148549,1178,3,1,-600,1310,2487,0
1737842939897,1724592148540,1178,3,1,-600,1310,1607,0
1737842941618,1724592148552,1178,3,1,-600,1310,1717,0
1737842955471,1724592148546,1178,3,1,-600,1310,13850,0
1737842957217,1724592148561,1178,3,1,-600,1310,1744,0
1737842959025,1724592148558,1178,3,1,-600,1310,1804,0
1737842961407,1724592148555,1178,3,1,-600,1310,2377,0
1737842962790,1724592148573,1178,3,1,-600,1310,1378,0
1737842963963,1724592148567,1178,3,1,-600,1310,1169,0
1737842965545,1724592148570,1178,3,1,-600,1310,1579,0
1737842966962,1724592148576,1178,3,1,-600,1310,1413,0
1737842989763,1724592148591,1178,3,1,-600,1310,2341,0
1737842991046,1724592148582,1178,3,1,-600,1310,1280,0
1737842992491,1724592148579,1178,3,1,-600,1310,1441,0
1737842994358,1724592148564,1178,3,1,-600,1310,1862,0
1737843235493,1724592148597,1178,3,-600,-60,0,60000,0
1737843266763,1724592148600,1178,1,-60,-60,0,31264,0
1737843289747,1724592148603,1178,3,-600,-60,0,22981,0
1737843297663,1724592148606,1178,3,-600,-60,0,7435,0
1737843302102,1724592148609,1178,3,-600,-60,0,4434,0
1737843311567,1724592148612,1178,3,-600,-60,0,9462,0
1737843317425,1724592148615,1178,3,-600,-60,0,5854,0
1737843327353,1724592148618,1178,3,-600,-60,0,9923,0
1737843334687,1724592148621,1178,3,-600,-60,0,7328,0
1737843343585,1724592148624,1178,3,-600,-60,0,8895,0
1737843348021,1724592148600,1178,3,-600,-60,0,4434,0
1737843352130,1724592148627,1178,3,-600,-60,0,4105,0
1737843362329,1724592148630,1178,3,-600,-60,0,10195,0
1737843394070,1724592148633,1178,3,-600,-60,0,31738,0
1737843404297,1724592148636,1178,3,-600,-60,0,10224,0
1737843413286,1724592148639,1178,3,-600,-60,0,8987,0
1737843421444,1724592148642,1178,3,-600,-60,0,8155,0
1737843431611,1724592148645,1178,3,-600,-60,0,10163,0
1737843441801,1724592148648,1178,3,-600,-60,0,10185,0
1737843451815,1724592148651,1178,3,-600,-60,0,10011,0
1737843468648,1724592148654,1178,3,-600,-60,0,16829,0
1737843474234,1724592148606,1178,3,1,-600,1310,5581,0
1737843477638,1724592148615,1178,3,1,-600,1310,3397,0
1737843478649,1724592148621,1178,3,1,-600,1310,1007,0
1737843479598,1724592148612,1178,3,1,-600,1310,948,0
1737843480761,1724592148597,1178,3,1,-600,1310,1161,0
1737843481717,1724592148624,1178,3,1,-600,1310,952,0
1737843484484,1724592148603,1178,3,1,-600,1310,2760,0
1737843485624,1724592148636,1178,3,1,-600,1310,1135,0
1737843486597,1724592148642,1178,3,1,-600,1310,969,0
1737843487440,1724592148609,1178,3,1,-600,1310,839,0
1737843488461,1724592148630,1178,3,1,-600,1310,1017,0
1737843492283,1724592148600,1178,1,-60,-600,0,3818,0
1737843493517,1724592148618,1178,3,1,-600,1310,1229,0
1737843494938,1724592148600,1178,3,-600,-60,0,1419,0
1737843496181,1724592148633,1178,3,1,-600,1310,1239,0
1737843499184,1724592148627,1178,3,1,-600,1310,3001,0
1737843500193,1724592148651,1178,3,1,-600,1310,1006,0
1737843502736,1724592148600,1178,3,1,-600,1310,2540,0
1737843504468,1724592148639,1178,3,1,-600,1310,1728,0
1737843505408,1724592148648,1178,3,1,-600,1310,937,0
1737843506522,1724592148645,1178,3,1,-600,1310,1110,0
1737843507618,1724592148654,1178,3,1,-600,1310,1093,0
1737843575473,1724592148585,1178,3,1,-600,1310,1197,0
1737843576375,1724592148588,1178,3,1,-600,1310,899,0
1737843577304,1724592148594,1178,3,1,-600,1310,926,0
1737899187024,1724592148486,1180,3,3,1,1310,3339,1
1737899194723,1724592148555,1180,1,-120,1,1300,7693,1
1737899196431,1724592148630,1180,3,4,1,1310,1702,1
1737899198419,1724592148603,1180,3,3,1,1310,1986,1
1737899201459,1724592148405,1180,3,3,1,1310,3031,1
1737899212353,1724592148306,1180,3,3,1,1310,3695,1
1737899215725,1724592148381,1180,3,4,1,1310,3371,1
1737899217329,1724592148498,1180,3,4,1,1310,1601,1
1737899221960,1724592148468,1180,3,3,1,1310,3013,1
1737899224999,1724592148507,1180,3,4,1,1310,3033,1
1737899231018,1724592148387,1180,3,3,1,1310,1925,1
1737899253875,1724592148534,1180,3,4,1,1310,2685,1
1737899259017,1724592148471,1180,3,3,1,1310,2959,1
1737899261836,1724592148477,1180,3,4,1,1310,2814,1
1737899263671,1724592148474,1180,3,4,1,1310,1831,1
1737899265079,1724592148591,1180,3,4,1,1310,1405,1
1737899269389,1724592148633,1180,3,3,1,1310,3060,1
1737899274313,1724592148525,1180,3,3,1,1310,3554,1
1737899275905,1724592148372,1180,3,4,1,1310,1588,1
1737899281607,1724592148510,1180,3,3,1,1310,3167,1
1737899289669,1724592148450,1180,3,4,1,1310,8057,1
1737899294373,1724592148309,1180,1,-120,1,1300,4699,1
1737899296125,1724592148483,1180,3,4,1,1310,1748,1
1737899298206,1724592148369,1180,3,3,1,1310,2077,1
1737899303861,1724592148501,1180,3,4,1,1310,3447,1
1737899313677,1724592148426,1180,3,3,1,1310,8067,1
1737899320061,1724592148576,1180,3,4,1,1310,6380,1
1737899321873,1724592148561,1180,3,4,1,1310,1809,1
1737899325024,1724592148522,1180,3,3,1,1310,3144,1
1737899328736,1724592148459,1180,3,3,1,1310,3708,1
1737899336844,1724592148600,1180,3,4,1,1310,2295,1
1737899338798,1724592148384,1180,3,3,1,1310,1947,1
1737899344798,1724592148336,1180,3,4,1,1310,4552,1
1737899349484,1724592148555,1180,3,-720,-120,1300,4677,2
1737899352426,1724592148441,1180,3,4,1,1310,2938,1
1737899354304,1724592148399,1180,3,4,1,1310,1875,1
