id,nid,did,ord,mod,usn,type,queue,due,ivl,factor,reps,lapses,left,odue,odid,flags,data
1724592097794,1724592097793,1737734989502,0,1745747586,1756,0,0,6151,0,0,0,0,0,0,0,0,{}
1724592097797,1724592097796,1737734989502,0,1740697733,0,0,0,6152,0,0,0,0,0,0,0,0,{}
1724592097800,1724592097799,1737734989502,0,1740697733,0,0,0,6153,0,0,0,0,0,0,0,0,{}
1724592097803,1724592097802,1737734989502,0,1745747597,1756,0,0,6154,0,0,0,0,0,0,0,0,{}
1724592097806,1724592097805,1737734989502,0,1740697733,0,0,0,6155,0,0,0,0,0,0,0,0,{}
1724592097809,1724592097808,1737734989502,0,1740697733,0,0,0,6156,0,0,0,0,0,0,0,0,{}
1724592097812,1724592097811,1737734989502,0,1740697733,0,0,0,6157,0,0,0,0,0,0,0,0,{}
1724592097815,1724592097814,1737734989502,0,1747868693,1925,0,0,6158,0,0,0,0,0,0,0,3,{}
1724592097818,1724592097817,1745851225585,0,1750025563,2019,2,2,981,75,1310,7,0,0,0,0,4,{}
1724592097821,1724592097820,1737734989502,0,1740697733,0,0,0,6162,0,0,0,0,0,0,0,0,{}
1724592097824,1724592097823,1737734989502,0,1740697733,0,0,0,6163,0,0,0,0,0,0,0,0,{}
1724592097827,1724592097826,1737734989502,0,1740697733,0,0,0,6164,0,0,0,0,0,0,0,0,{}
1724592097830,1724592097829,1737734989502,0,1740697733,0,0,0,6165,0,0,0,0,0,0,0,0,{}
1724592097833,1724592097832,1737734989502,0,1740697733,0,0,0,6166,0,0,0,0,0,0,0,0,{}
1724592097836,1724592097835,1737734989502,0,1740697733,0,0,0,6167,0,0,0,0,0,0,0,0,{}
1724592097839,1724592097838,1737734989502,0,1740697733,0,0,0,6168,0,0,0,0,0,0,0,0,{}
1724592097842,1724592097841,1737734989502,0,1740697733,0,0,0,6169,0,0,0,0,0,0,0,0,{}
1724592097845,1724592097844,1745851225585,0,1752239278,2094,2,2,1037,105,1310,8,0,0,0,0,4,{}
1724592097848,1724592097847,1737734989502,0,1740697733,0,0,0,6172,0,0,0,0,0,0,0,0,{}
1724592097851,1724592097850,1737734989502,0,1740697733,0,0,0,6173,0,0,0,0,0,0,0,0,{}
1724592097854,1724592097853,1737734989502,0,1740697733,0,0,0,6174,0,0,0,0,0,0,0,0,{}
1724592097857,1724592097856,1737734989502,0,1740697733,0,0,0,6175,0,0,0,0,0,0,0,0,{}
1724592097860,1724592097859,1737734989502,0,1740697733,0,0,0,6176,0,0,0,0,0,0,0,0,{}
1724592097863,1724592097862,1737734989502,0,1740697733,0,0,0,6177,0,0,0,0,0,0,0,0,{}
1724592097866,1724592097865,1737734989502,0,1740697733,0,0,0,6178,0,0,0,0,0,0,0,0,{}
1724592097869,1724592097868,1737734989502,0,1740697733,0,0,0,6179,0,0,0,0,0,0,0,0,{}
1724592097872,1724592097871,1737734989502,0,1740697733,0,0,0,6180,0,0,0,0,0,0,0,0,{}
1724592097875,1724592097874,1737734989502,0,1740697733,0,0,0,6181,0,0,0,0,0,0,0,0,{}
1724592097878,1724592097877,1737734989502,0,1740697733,0,0,0,6182,0,0,0,0,0,0,0,0,{}
1724592097881,1724592097880,1737734989502,0,1740697733,0,0,0,6183,0,0,0,0,0,0,0,0,{}
1724592097884,1724592097883,1737734989502,0,1740697733,0,0,0,6184,0,0,0,0,0,0,0,0,{}
1724592097887,1724592097886,1737734989502,0,1740697733,0,0,0,6186,0,0,0,0,0,0,0,0,{}
1724592097890,1724592097889,1737734989502,0,1740697733,0,0,0,6189,0,0,0,0,0,0,0,0,{}
1724592097893,1724592097892,1737734989502,0,1740697733,0,0,0,6190,0,0,0,0,0,0,0,0,{}
1724592097896,1724592097895,1737734989502,0,1740697733,0,0,0,6191,0,0,0,0,0,0,0,0,{}
1724592097899,1724592097898,1737734989502,0,1740697733,0,0,0,6192,0,0,0,0,0,0,0,0,{}
1724592097902,1724592097901,1745851225585,0,1752937925,2123,2,2,1057,117,1310,8,0,0,0,0,4,{}
1724592097905,1724592097904,1737734989502,0,1740697733,0,0,0,6194,0,0,0,0,0,0,0,0,{}
1724592097908,1724592097907,1737734989502,0,1740697733,0,0,0,6195,0,0,0,0,0,0,0,0,{}
1724592097911,1724592097910,1737734989502,0,1740697733,0,0,0,6197,0,0,0,0,0,0,0,0,{}
1724592097914,1724592097913,1737734989502,0,1740697733,0,0,0,6198,0,0,0,0,0,0,0,0,{}
1724592097917,1724592097916,1737734989502,0,1747869379,1925,0,0,6199,0,0,0,0,0,0,0,3,{}
1724592097920,1724592097919,1737734989502,0,1740697733,0,0,0,6201,0,0,0,0,0,0,0,0,{}
1724592097923,1724592097922,1737734989502,0,1740697733,0,0,0,6202,0,0,0,0,0,0,0,0,{}
1724592097926,1724592097925,1737734989502,0,1740697733,0,0,0,6203,0,0,0,0,0,0,0,0,{}
1724592097929,1724592097928,1737734989502,0,1740697733,0,0,0,6204,0,0,0,0,0,0,0,0,{}
1724592097932,1724592097931,1737734989502,0,1740697733,0,0,0,6205,0,0,0,0,0,0,0,0,{}
1724592097935,1724592097934,1737734989502,0,1740697733,0,0,0,6206,0,0,0,0,0,0,0,0,{}
1724592097938,1724592097937,1737734989502,0,1745747642,1756,0,0,6208,0,0,0,0,0,0,0,0,{}
1724592097941,1724592097940,1737734989502,0,1740697733,0,0,0,6209,0,0,0,0,0,0,0,0,{}
1724592097944,1724592097943,1737734989502,0,1740697733,0,0,0,6210,0,0,0,0,0,0,0,0,{}
1724592097947,1724592097946,1737734989502,0,1740697733,0,0,0,6211,0,0,0,0,0,0,0,0,{}
1724592097950,1724592097949,1737734989502,0,1740697733,0,0,0,6212,0,0,0,0,0,0,0,0,{}
1724592097953,1724592097952,1745851225585,0,1749645404,2008,2,2,976,74,1310,8,0,0,0,0,4,{}
1724592097956,1724592097955,1737734989502,0,1740697733,0,0,0,6214,0,0,0,0,0,0,0,0,{}
1724592097959,1724592097958,1737734989502,0,1740697733,0,0,0,6215,0,0,0,0,0,0,0,0,{}
1724592097962,1724592097961,1737734989502,0,1740697733,0,0,0,6216,0,0,0,0,0,0,0,0,{}
1724592097965,1724592097964,1737734989502,0,1740697733,0,0,0,6217,0,0,0,0,0,0,0,0,{}
1724592097968,1724592097967,1737734989502,0,1740697733,0,0,0,6218,0,0,0,0,0,0,0,0,{}
1724592097971,1724592097970,1737734989502,0,1740697733,0,0,0,6219,0,0,0,0,0,0,0,0,{}
1724592097974,1724592097973,1737734989502,0,1740697733,0,0,0,6222,0,0,0,0,0,0,0,0,{}
1724592097977,1724592097976,1737734989502,0,1740697733,0,0,0,6224,0,0,0,0,0,0,0,0,{}
1724592097980,1724592097979,1737734989502,0,1740697733,0,0,0,6225,0,0,0,0,0,0,0,0,{}
1724592097983,1724592097982,1737734989502,0,1740697733,0,0,0,6227,0,0,0,0,0,0,0,0,{}
1724592097986,1724592097985,1737734989502,0,1740697733,0,0,0,6228,0,0,0,0,0,0,0,0,{}
1724592097989,1724592097988,1745851225585,0,1749555702,2005,2,2,967,66,1310,8,0,0,0,0,4,{}
1724592097992,1724592097991,1737734989502,0,1740697733,0,0,0,6230,0,0,0,0,0,0,0,0,{}
1724592097995,1724592097994,1737734989502,0,1740697733,0,0,0,6231,0,0,0,0,0,0,0,0,{}
1724592097998,1724592097997,1745851225585,0,1750025559,2019,2,2,982,76,1310,7,0,0,0,0,4,{}
1724592098001,1724592098000,1737734989502,0,1740697733,0,0,0,6233,0,0,0,0,0,0,0,0,{}
1724592098004,1724592098003,1737734989502,0,1740697733,0,0,0,6234,0,0,0,0,0,0,0,0,{}
1724592098007,1724592098006,1737734989502,0,1740697733,0,0,0,6235,0,0,0,0,0,0,0,0,{}
1724592098010,1724592098009,1737734989502,0,1740697733,0,0,0,6236,0,0,0,0,0,0,0,0,{}
1724592098013,1724592098012,1737734989502,0,1740697733,0,0,0,6237,0,0,0,0,0,0,0,0,{}
1724592098016,1724592098015,1737734989502,0,1740697733,0,0,0,6238,0,0,0,0,0,0,0,0,{}
1724592098019,1724592098018,1745851225585,0,1749315664,1998,2,2,956,58,1310,7,0,0,0,0,4,{}
1724592098022,1724592098021,1737734989502,0,1740697733,0,0,0,6241,0,0,0,0,0,0,0,0,{}
1724592098025,1724592098024,1737734989502,0,1745066489,1694,0,0,6242,0,0,0,0,0,0,0,0,{}
1724592098028,1724592098027,1737734989502,0,1740697733,0,0,0,6243,0,0,0,0,0,0,0,0,{}
1724592098031,1724592098030,1737734989502,0,1740697733,0,0,0,6245,0,0,0,0,0,0,0,0,{}
1724592098034,1724592098033,1745851225585,0,1752005871,2086,2,2,949,20,1300,24,4,1001,0,0,4,{}
1724592098037,1724592098036,1737734989502,0,1740697733,0,0,0,6248,0,0,0,0,0,0,0,0,{}
1724592098040,1724592098039,1745851225585,0,1753128068,2131,2,2,946,4,1300,37,7,1001,0,0,4,{}
1724592098043,1724592098042,1737734989502,0,1740697733,0,0,0,6250,0,0,0,0,0,0,0,0,{}
1724592098046,1724592098045,1737734989502,0,1740697733,0,0,0,6251,0,0,0,0,0,0,0,0,{}
1724592098049,1724592098048,1737734989502,0,1740697733,0,0,0,6253,0,0,0,0,0,0,0,0,{}
1724592098052,1724592098051,1737734989502,0,1740697733,0,0,0,6254,0,0,0,0,0,0,0,0,{}
1724592098055,1724592098054,1745851225585,0,1753213679,2134,2,2,1076,133,1310,8,0,0,0,0,4,{}
1724592098058,1724592098057,1737734989502,0,1740697733,0,0,0,6256,0,0,0,0,0,0,0,0,{}
1724592098061,1724592098060,1737734989502,0,1740697733,0,0,0,6257,0,0,0,0,0,0,0,0,{}
1724592098064,1724592098063,1745851225585,0,1749122318,1993,2,2,962,66,1310,7,0,0,0,0,4,{}
1724592098067,1724592098066,1737734989502,0,1740697733,0,0,0,6259,0,0,0,0,0,0,0,0,{}
1724592098070,1724592098069,1737734989502,0,1740697733,0,0,0,6261,0,0,0,0,0,0,0,0,{}
1724592098073,1724592098072,1737734989502,0,1740697733,0,0,0,6263,0,0,0,0,0,0,0,0,{}
1724592098076,1724592098075,1737734989502,0,1740697733,0,0,0,6264,0,0,0,0,0,0,0,0,{}
1724592098079,1724592098078,1737734989502,0,1740697733,0,0,0,6265,0,0,0,0,0,0,0,0,{}
1724592098082,1724592098081,1737734989502,0,1747868635,1925,0,0,6266,0,0,0,0,0,0,0,3,{}
1724592098085,1724592098084,1737734989502,0,1740697733,0,0,0,6267,0,0,0,0,0,0,0,0,{}
1724592098088,1724592098087,1737734989502,0,1740697733,0,0,0,6268,0,0,0,0,0,0,0,0,{}
1724592098091,1724592098090,1737734989502,0,1740697733,0,0,0,6269,0,0,0,0,0,0,0,0,{}
1724592098094,1724592098093,1737734989502,0,1740697733,0,0,0,6270,0,0,0,0,0,0,0,0,{}
1724592098097,1724592098096,1737734989502,0,1740697733,0,0,0,6271,0,0,0,0,0,0,0,0,{}
1724592098100,1724592098099,1737734989502,0,1740697733,0,0,0,6272,0,0,0,0,0,0,0,0,{}
1724592098103,1724592098102,1745851225585,0,1750171716,2024,2,2,991,83,1310,7,0,0,0,0,4,{}
1724592098106,1724592098105,1737734989502,0,1740697733,0,0,0,6275,0,0,0,0,0,0,0,0,{}
1724592098109,1724592098108,1737734989502,0,1740697733,0,0,0,6276,0,0,0,0,0,0,0,0,{}
